tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_pred_age
1986,199,43,0.6461,0.4755,1981.2
1987,197,43,0.6459,0.4755,1982.2
1988,199,43,0.6458,0.4755,1983.2
1989,200,43,0.6457,0.4755,1984.2
1990,199,43,0.6455,0.4755,1985.2
1991,198,43,0.6455,0.4755,1986.2
1992,198,43,0.6453,0.4755,1987.2
1993,196,43,0.6451,0.4755,1988.2
1994,197,43,0.6446,0.4755,1989.2
1995,199,43,0.6455,0.4755,1990.2
1996,200,43,0.6453,0.4755,1991.2
1997,197,43,0.6461,0.4755,1992.2
1998,199,43,0.6457,0.4755,1993.2
1999,198,43,0.6465,0.4755,1994.2
2000,198,43,0.6462,0.4755,1995.2
